candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53
95,5155,108,2,sitting,0.0152,1.3018,-0.0327,0.2489,0.1131,0.6413,0.1505,0.0589,-0.0086,0.0404,0.0133,-0.035,-0.0134,-0.0011,0.0213,0.0337,0.0139,0.0054,-0.1696,0.0088,-0.5288,-0.0017,0.0017,0.0027,1.14,-0.0148,-0.0347,0.0103,-0.0358,0.0081,-0.1706,-0.0278,-0.0576,-0.0262,0.0201,0.0258,-0.0037,-0.5101,-0.0085,1.4714,-0.0161,-0.0135,-0.0035,0.3936,-0.0136,-0.0019,0.0317,0.0077,0.0361,0.0013,0.0287,-0.0357,-0.0124,0.0055
96,5156,108,2,sitting,0.0068,1.287,-0.0212,0.0974,0.2162,0.6727,-0.4231,-0.037,0.0202,0.0204,0.0094,-0.0073,-0.028,0.0017,0.0085,0.0251,0.0173,0.0011,0.2135,0.0121,-0.5161,-0.0047,-0.0013,-0.0569,0.8907,-0.0416,-0.0212,0.016,0.0342,-0.0151,-0.1627,-0.0261,-0.0156,-0.004,0.0246,-0.0079,-0.0032,-0.3099,-0.0047,1.4785,0.0024,-0.0196,0.0096,0.3547,0.0142,0.0015,0.0153,0.0112,0.0345,0.0165,0.02,-0.0355,-0.0121,0.0045
97,5157,108,2,sitting,0.0092,1.2806,-0.0252,0.0854,0.316,0.9929,0.1114,0.0021,-0.017,0.0031,0.0159,-0.0007,-0.027,0.0037,0.0129,0.0261,0.0176,0.0115,0.2784,-0.0133,-0.542,-0.008,-0.0026,-0.0137,1.0359,-0.016,-0.0119,-0.0183,-0.0049,-0.0106,-0.1699,-0.0119,-0.0299,-0.0224,-0.0005,-0.0017,-0.0051,-0.3229,-0.0072,0.7611,0.0033,-0.02,0.0082,0.3633,0.007,0.01,0.0177,0.001,0.0217,0.0117,0.0147,-0.0348,-0.0126,0.0019
98,5158,108,2,sitting,0.0065,1.1383,-0.0341,0.0534,0.3263,1.0189,0.246,-0.0115,-0.0136,0.036,0.0077,0.0071,-0.0256,0.0049,0.0138,0.0253,0.0178,0.0066,0.2143,0.0008,-0.4992,-0.0056,-0.0026,0.0188,1.1947,0.0128,-0.0066,-0.0025,-0.0314,0.0028,-0.1682,0.0078,-0.0481,0.0047,0.0021,-0.0018,-0.0012,-0.576,-0.0053,0.7644,0.0012,-0.0189,0.0024,0.4275,0.0143,0.0018,0.0294,0.0051,0.0162,0.0078,0.0189,-0.0342,-0.0113,0.005
99,5159,108,2,sitting,0.0103,1.3017,-0.0131,0.0736,0.3418,1.0686,0.4983,0.0211,-0.0045,0.0173,0.005,0.0057,-0.0252,0.0042,0.0092,0.023,0.018,-0.0027,0.2768,-0.0139,-0.5782,-0.004,-0.003,-0.0173,1.2738,-0.0102,0.0171,-0.0374,-0.0144,0.0017,-0.1746,-0.0377,-0.038,-0.0443,-0.0118,0.0018,-0.0006,-0.6748,-0.0076,1.4519,-0.0157,-0.0076,0.007,0.9066,0.0014,-0.0043,0.0284,0.004,0.0167,0.0069,0.0149,-0.0355,-0.0131,0.0039
100,5160,108,2,sitting,0.0112,1.2579,-0.0215,0.0543,0.2372,0.848,0.2681,0.0076,-0.0081,0.0191,0.0124,0.0051,-0.0306,0.0045,0.0063,0.0269,0.0181,-0.018,0.3658,-0.0207,-0.5799,-0.0009,-0.0007,0.0278,1.1779,-0.0116,-0.0184,-0.0241,-0.0012,-0.0036,-0.1436,-0.0256,-0.0207,-0.0173,-0.0248,-0.0062,-0.0027,-0.3408,-0.0101,0.7489,-0.0103,-0.0048,-0.0125,0.4754,0.0174,0.0068,0.0301,0.0094,0.0263,0.0106,0.013,-0.0363,-0.0103,0.005
101,5161,108,2,sitting,0.016,1.2593,-0.0169,0.1347,0.4102,1.0102,0.6739,0.0131,0.0033,0.0195,0.0028,-0.002,-0.0364,-0.0032,0.0104,0.026,0.0176,0.0228,0.2102,0.0183,-0.4666,-0.0017,0.0003,0.034,1.1061,-0.0218,-0.0457,0.0486,-0.0382,-0.0216,-0.1458,-0.0115,-0.0343,0.005,0.0163,0.0118,-0.0053,-0.3063,-0.0131,1.4404,-0.0102,-0.0045,-0.0102,0.3717,0.0167,0.0086,0.0307,0.006,0.0245,0.0089,0.022,-0.0387,-0.0104,0.0028
102,5162,108,2,sitting,0.0173,1.1855,-0.0217,0.1586,0.4911,1.4153,0.4177,-0.0253,0.0017,0.0254,0.0113,0.0015,-0.0288,0.0022,0.0135,0.0253,0.0186,-0.0164,0.3446,0.0073,-0.566,-0.0175,-0.0101,-0.0167,1.2174,0.0235,-0.0304,-0.0233,-0.014,-0.0019,-0.1758,-0.0225,-0.0397,0.0171,-0.0352,0.0091,-0.0022,-0.5763,-0.0124,0.7863,-0.0138,-0.0053,0.0092,0.3314,0.0114,0.0053,0.031,0.0106,0.0178,-0.0022,0.0264,-0.0347,-0.0111,0.0047
103,5163,108,2,sitting,0.0118,1.32,-0.0165,0.1079,0.3148,1.0574,0.1074,0.0004,-0.0117,0.0111,0.0034,-0.005,-0.0265,0.0001,0.014,0.0233,0.023,0.0002,0.4565,0.0162,-0.444,-0.0077,-0.0011,-0.0267,1.2336,0.0256,-0.0235,-0.0427,-0.005,-0.0024,-0.1566,-0.0238,-0.0362,0.0235,0.0137,0.0061,-0.0052,-0.3139,-0.0115,0.8678,-0.011,-0.0057,-0.0133,0.3464,0.0096,0.0112,0.0246,-0.0038,0.0163,0.0017,0.0215,-0.0348,-0.011,0.0049
104,5164,108,2,sitting,0.0106,1.35,-0.0153,0.1519,0.466,1.227,-0.287,0.0049,-0.0051,0.019,0.0163,-0.0027,-0.0245,0.0041,0.0114,0.0281,0.0178,-0.0058,0.1984,-0.0242,-0.5387,-0.0168,-0.0036,-0.009,1.2482,0.0017,-0.0157,-0.0135,-0.0268,0.004,-0.1659,-0.0346,-0.0274,-0.0142,-0.0141,-0.0044,-0.001,-0.3193,-0.0054,1.5019,-0.0122,-0.0041,0.0062,0.4041,0.0073,0.0135,0.0246,-0.003,0.013,0.0059,0.032,-0.0366,-0.0102,0.0048
105,5165,108,2,sitting,0.0274,1.3305,-0.0153,0.0398,0.134,0.525,-0.1961,-0.005,0.0124,0.0248,0.0043,-0.0207,-0.0257,0.0051,0.0101,0.0278,0.0176,-0.011,0.3766,-0.017,-0.5269,-0.0007,0.0051,-0.0115,1.078,-0.0278,0.0025,-0.0435,0.0025,0.012,-0.1788,-0.0216,-0.0224,-0.0083,-0.0354,-0.0087,-0.0041,-0.6727,-0.0055,0.8434,-0.014,-0.0061,0.0071,0.3863,0.0101,0.0147,0.0286,0.0047,0.0264,0.0023,0.0356,-0.0379,-0.011,0.0055
106,5166,108,2,sitting,0.012,1.3549,-0.0144,0.0808,0.2211,0.6908,0.4964,0.0052,0.0006,0.0173,0.0085,-0.0028,-0.0148,0.0057,0.0123,0.0275,0.0185,-0.0062,0.3434,-0.0068,-0.5463,-0.0015,-0.0061,-0.0073,1.1887,-0.009,0.0156,0.005,0.0064,-0.0017,-0.1546,-0.0214,-0.0204,-0.0107,-0.0182,-0.0027,-0.0037,-0.3316,-0.0105,1.4982,-0.0111,-0.006,0.0179,0.4578,0.0091,-0.0075,0.0175,0.0042,0.0028,0.0037,0.0176,-0.0363,-0.0131,0.0043
107,5167,108,2,sitting,0.0053,1.2765,-0.0139,0.1768,0.4189,0.9505,-0.2709,-0.0063,-0.0054,0.0192,0.001,-0.0006,-0.0285,0.0025,0.0126,0.0256,0.0197,-0.0156,0.4113,-0.0052,-0.562,-0.0029,0.0011,-0.0005,1.1719,-0.0152,0.0016,-0.0035,0.0032,-0.0174,-0.1905,-0.0195,-0.0477,-0.036,-0.0056,-0.0114,-0.0021,-0.3305,-0.005,1.4464,0.0031,-0.0155,-0.0067,0.3933,0.0275,0.0069,0.0315,0.0011,0.0344,-0.0051,0.0182,-0.0365,-0.0103,0.0021
108,5168,108,2,sitting,0.0057,1.2324,-0.0094,0.1389,0.3448,1.0564,-0.3335,0.0225,-0.0045,0.0115,0.0142,-0.0106,-0.0326,0.0056,0.0094,0.024,0.0161,-0.003,0.481,-0.0383,-0.5583,-0.0034,-0.0016,-0.0116,1.0841,-0.017,0.0116,0.0136,0.0027,-0.0061,-0.1601,-0.0284,-0.0391,-0.0258,0.0142,-0.0184,-0.0033,-0.3195,-0.0074,0.8469,-0.0136,-0.0073,0.0174,0.399,0.0064,0.0017,0.0183,0.015,0.0169,-0.0047,0.0234,-0.0335,-0.0112,0.0014
109,5169,108,2,sitting,0.0165,1.3409,-0.0245,0.1156,0.3363,1.0561,0.4163,0.0121,-0.0229,0.0318,0.0145,-0.0019,-0.0241,-0.0037,0.0105,0.022,0.0181,-0.0142,0.3663,0.0172,-0.463,-0.0013,-0.0009,-0.0306,1.0786,0.0448,-0.0095,-0.0252,-0.0048,-0.004,-0.1553,-0.034,-0.0294,-0.0327,-0.0152,-0.0025,-0.002,-0.3098,-0.008,0.7768,-0.0112,-0.0096,0.0155,0.2329,0.0177,0.0074,0.0183,0.0005,0.0194,0.0069,0.0122,-0.0365,-0.011,0.0047
110,5170,108,2,sitting,0.0046,1.3178,-0.0068,0.1274,0.3162,1.0525,-0.4378,0.0037,0.0067,0.0249,0.0041,0.0011,-0.019,0.0005,0.0125,0.0298,0.019,0.0031,0.1536,0.0088,-0.4894,0.002,0.0002,-0.0386,1.1807,-0.0146,-0.0049,0.0084,-0.0019,-0.001,-0.1693,-0.0241,-0.0576,-0.0288,-0.0183,0.0126,-0.0043,-0.5783,-0.005,1.6547,0.0028,-0.0193,-0.0163,0.3658,0.0064,0.0091,0.027,0.0186,0.0166,0.0028,0.0382,-0.0385,-0.0123,0.0027
111,5171,108,2,sitting,0.0012,1.2654,-0.0149,0.1361,0.3758,0.9869,0.4854,0.0057,-0.0152,0.0173,0.0103,0.0044,-0.0271,0.0014,0.0105,0.0287,0.0166,-0.0033,0.2274,-0.0204,-0.4929,-0.0031,-0.0012,-0.0147,1.2267,-0.0173,0.0074,0.0054,0.0026,-0.0005,-0.1639,-0.0211,-0.0504,-0.0104,-0.0013,0.0162,-0.002,-0.6715,-0.0036,1.5074,-0.0105,-0.0021,0.0078,0.4396,0.0063,0.0045,0.0241,-0.0042,0.0274,0.0115,0.028,-0.0354,-0.0135,0.0034
112,5172,108,2,sitting,0.0217,2.3256,-0.0239,0.1427,0.342,1.1729,1.3376,-0.0279,0.0009,0.028,0.0149,0.0036,-0.0263,0.0076,0.0102,0.0244,0.0203,0.0023,0.1585,-0.0152,-0.519,-0.0035,-0.0045,-0.0115,1.2873,0.0356,0.0056,-0.0151,-0.0234,-0.0004,-0.1636,-0.0368,-0.0372,-0.0271,-0.0172,0.0056,-0.0016,-0.3741,-0.007,1.4527,-0.0128,-0.0044,0.0161,0.5591,0.0031,-0.0028,0.0159,0.0132,0.0284,0.0106,0.0232,-0.0364,-0.0102,0.0036
113,5173,108,2,sitting,0.0118,1.3492,-0.0196,0.0955,0.3056,0.9839,0.5244,0.0212,0.0047,0.0129,0.0078,0.0022,-0.0276,0.0004,0.0109,0.0252,0.0165,-0.0114,0.3412,0.005,-0.5647,-0.0013,0.0017,0.0079,1.1698,0.0111,-0.0311,-0.018,-0.0054,-0.0305,-0.1942,-0.0273,-0.0145,0.0042,-0.0045,-0.0184,-0.0033,-0.3207,-0.0061,1.4504,-0.0146,-0.0122,0.0115,0.4199,0.0131,0.0047,0.0261,0.0079,0.0144,0.0086,0.0322,-0.0385,-0.0137,0.0031
114,5174,108,2,sitting,0.0066,0.8395,-0.0169,0.1811,0.5073,0.7028,0.8086,0.0075,-0.0074,0.0124,0.0113,0.0015,-0.0289,0.0032,0.0111,0.0258,0.019,0.0181,0.2401,0.0071,-0.5478,-0.0015,0.002,0.0159,1.2633,-0.0187,0.0256,0.007,0.005,0.0028,-0.1783,0.017,-0.0248,0.0127,0.0067,0.0055,-0.001,-0.6204,-0.0081,1.6774,-0.0124,-0.0079,-0.0127,0.3675,0.022,0.007,0.0317,-0.0022,0.0093,0.0057,0.0206,-0.0374,-0.0105,0.0046
115,5175,108,2,sitting,0.0022,1.185,-0.0185,0.1144,0.3484,1.087,0.4327,0.0067,0.007,0.0119,0.016,0.001,-0.0303,0.005,0.0108,0.0277,0.0187,-0.01,0.1643,-0.0235,-0.5526,-0.0024,0.0012,0.0056,1.2825,0.0057,0.0051,0.0313,0.001,-0.0055,-0.1424,-0.0363,-0.04,-0.0178,-0.0076,0.001,-0.0014,-0.6723,-0.0116,1.453,-0.0059,-0.0134,-0.0054,0.4168,-0.004,-0.0023,0.0216,0.0089,0.025,0.0013,0.0166,-0.0371,-0.0102,0.0013
116,5176,108,2,sitting,0.0041,1.2664,-0.0133,0.082,0.3033,1.074,-0.335,-0.0226,-0.0029,0.0237,0.0117,-0.0033,-0.024,-0.0024,0.0093,0.0365,0.0193,-0.001,0.3629,0.0132,-0.5303,-0.002,-0.0022,0.0079,1.1633,0.0073,-0.0249,0.006,-0.0012,0.0038,-0.1932,-0.0263,-0.0329,0.008,-0.0051,0.001,-0.0036,-0.3196,-0.0049,0.8379,-0.0039,-0.0166,-0.0031,0.4248,0.0186,0.0077,0.0214,0.0029,0.0158,0.0106,0.0232,-0.0345,-0.0112,0.0028
117,5177,108,2,sitting,0.005,1.2699,-0.0276,0.1095,0.3224,1.0192,0.4735,0.0151,0.0132,0.0157,0.0026,-0.0232,-0.0253,0.0055,0.0095,0.0238,0.0201,0.0116,0.2959,0.0236,-0.558,-0.0053,0.0033,0.0177,1.2811,-0.0045,0.016,0.0105,0.0038,0.017,-0.1606,-0.0458,-0.0172,0.0052,-0.0044,0.0143,-0.0032,-0.5061,-0.0067,1.4716,-0.0059,-0.013,-0.0081,0.367,-0.0126,0.0072,0.0281,-0.001,0.0273,0.0051,0.0211,-0.0353,-0.0115,0.0028
119,5179,108,2,sitting,0.0032,1.2103,-0.0087,0.1571,0.4254,1.2117,-0.1824,-0.0045,-0.0107,0.0164,0.001,-0.0026,-0.0284,-0.0023,0.0142,0.0287,0.0161,0.0254,0.3405,-0.0022,-0.5162,-0.0023,-0.0022,-0.0104,1.0827,0.0284,-0.0157,0.0324,0.005,0.0046,-0.1484,-0.0337,-0.0186,0.0188,-0.018,-0.0168,-0.0052,-0.3177,-0.0042,0.829,-0.002,-0.0165,0.0077,0.4332,0.0162,0.0125,0.0289,-0.0113,0.0133,0.0079,0.0183,-0.0363,-0.0081,0.0049
120,5180,108,2,sitting,0.0071,0.8495,-0.0174,-0.0681,-0.3208,-1.029,0.178,0.0142,-0.0103,0.034,0.0106,0.0064,-0.0296,0.0056,0.0084,0.0287,0.0223,-0.014,0.2762,-0.0227,-0.5663,0.0033,-0.0036,-0.0204,1.0597,-0.0129,0.0162,0.0068,0.0085,0.0004,-0.1765,-0.0278,-0.0306,-0.0093,-0.0017,0.0014,-0.0036,-0.616,-0.007,1.4528,-0.0071,-0.0177,0.0147,0.439,-0.0013,-0.0044,0.0314,0.005,0.026,0.0039,0.0232,-0.0337,-0.011,0.0026
121,5181,108,2,sitting,0.0033,1.3178,-0.0235,0.1427,0.4157,1.2269,0.4703,-0.0161,-0.0163,0.0244,0.0071,0.0042,-0.013,-0.0004,0.0102,0.0271,0.0154,-0.0025,0.2652,-0.0189,-0.4944,-0.0074,0.0036,0.003,1.1467,-0.0012,0.001,0.0109,0.0008,0.0038,-0.1604,-0.0257,-0.043,-0.0423,-0.0237,0.0047,-0.0076,-0.3383,-0.0056,1.0287,-0.0135,-0.0104,0.0071,0.342,0.0011,-0.0058,0.023,0.0021,0.024,-0.0007,0.0225,-0.0342,-0.0112,0.0011
122,5182,108,2,sitting,0.0003,1.1701,-0.0186,0.1778,0.4958,1.3035,0.4234,0.0053,0.0024,0.0183,0.0093,-0.0133,-0.0287,-0.0044,0.0111,0.0243,0.0153,-0.0027,0.3526,-0.007,-0.4905,-0.0052,0.0013,0.0258,1.2205,-0.0091,0.0064,0.0052,0.0126,-0.0012,-0.1438,-0.0275,-0.026,-0.0174,-0.0091,-0.0182,-0.0047,-0.6717,-0.0054,1.6536,-0.0107,-0.0063,-0.0029,0.4182,-0.0072,0.0015,0.0304,0.0024,0.0124,0.0047,0.0271,-0.0369,-0.0116,0.0013
123,5183,108,2,sitting,0.013,1.2202,-0.0125,0.144,0.3575,0.9758,0.3788,0.0025,-0.0042,0.0098,0.006,-0.0243,-0.0299,-0.002,0.005,0.0221,0.0176,0.0037,0.1964,0.0013,-0.5559,-0.0042,-0.0027,-0.0104,1.3372,-0.0344,-0.0217,0.0115,-0.0384,0.0045,-0.1707,-0.0293,-0.0251,-0.0332,0.0118,-0.0061,-0.0044,-0.3095,-0.0081,1.4889,-0.0077,-0.0135,0.0039,0.4216,0.0153,0.0066,0.014,-0.006,0.014,0.0029,0.0146,-0.0371,-0.0114,0.0044
124,5184,108,2,sitting,0.0103,1.2927,-0.0155,0.1449,0.4446,1.2813,0.2941,0.0009,0.0065,0.0272,0.0113,-0.0245,-0.0309,-0.0009,0.0091,0.0255,0.0193,0.0211,0.2191,0.0176,-0.5453,-0.003,-0.0003,0.022,1.2806,-0.0109,0.0035,-0.0102,-0.0172,0.0121,-0.1556,-0.0263,-0.0345,-0.0274,0.0094,0.0234,-0.0041,-0.6755,-0.0086,1.5424,0.0026,-0.0145,0.0037,0.9453,0.0109,0.0035,0.0148,0.0069,0.0131,0.0078,0.0127,-0.0356,-0.011,0.0063
125,5185,108,2,sitting,0.0066,1.3179,-0.0197,0.1209,0.3269,1.0792,0.3516,0.0037,0.0014,0.0138,0.0105,-0.0042,-0.0195,0.0001,0.0144,0.0311,0.0163,0.0052,0.1223,-0.0154,-0.5208,-0.0011,-0.0011,0.0277,1.034,-0.0011,-0.0124,0.0231,-0.0244,-0.0161,-0.1594,-0.0341,-0.009,-0.0092,-0.0054,0.0056,-0.0043,-0.5029,-0.0111,1.4692,-0.0131,-0.0051,0.0081,0.398,0.0112,-0.0063,0.0213,0.0018,0.0211,0.0071,0.019,-0.0364,-0.0118,0.0058
126,5186,108,2,sitting,0.0143,1.2593,-0.0206,0.1259,0.3369,1.069,0.1762,-0.0377,0.0031,0.0111,0.0015,-0.0017,-0.0296,0.0013,0.0121,0.0279,0.0254,-0.017,0.315,-0.005,-0.5552,-0.0107,-0.0003,0.0076,1.1171,0.0176,-0.0222,0.0016,0.0083,-0.0057,-0.1981,-0.032,-0.0515,-0.0041,-0.0028,0.0054,-0.0034,-0.5071,-0.0052,1.5063,-0.0144,-0.0089,-0.0028,0.3104,0.0098,-0.0026,0.012,0.0059,0.0129,0.0002,0.0116,-0.0334,-0.0123,0.0029
127,5187,108,2,sitting,0.0264,2.2131,-0.0176,0.1431,0.5263,1.3344,-0.4294,0.016,-0.0012,0.0163,0.013,0.0011,-0.0354,-0.0017,0.0152,0.0257,0.0187,-0.0223,0.1839,0.0214,-0.5335,0.0024,0.0009,-0.0409,1.1435,-0.0361,-0.0137,0.0147,0.0078,0.0188,-0.1789,0.0059,-0.0482,0.0054,-0.0048,-0.025,-0.0049,-0.6734,-0.0104,1.46,-0.0089,-0.0165,0.0043,0.444,0.0278,0.0094,0.0272,-0.0019,0.0213,0.0132,0.0239,-0.0364,-0.0124,0.001
128,5188,108,2,sitting,0.0058,1.287,-0.021,0.1508,0.3857,1.099,-0.1101,-0.0203,-0.0059,0.0098,0.003,0.0102,-0.0371,0.006,0.0127,0.0323,0.0191,-0.0116,0.2363,-0.0027,-0.5799,0.0035,-0.0052,-0.0098,1.0563,-0.0302,0.0162,0.0078,0.0084,0.0011,-0.1739,-0.0247,-0.0093,-0.0145,-0.0224,-0.0105,-0.0034,-0.3406,-0.0093,0.7773,0.003,-0.018,0.0005,0.363,0.003,0.0036,0.0197,0.0038,0.0284,0.0022,0.0152,-0.0342,-0.0114,0.0045
129,5189,108,2,sitting,0.0047,1.3399,-0.0219,0.1526,0.4175,1.0825,-0.307,0.0004,0.001,0.0207,0.0129,0.0041,-0.0266,-0.0023,0.0124,0.0277,0.0162,0.0185,0.215,-0.0273,-0.5663,0.0047,-0.0012,0.0042,1.1799,0.011,-0.0243,0.0003,-0.0109,0.0016,-0.1932,-0.0187,-0.029,-0.0407,-0.0173,-0.0105,-0.0031,-0.5099,-0.0055,1.4573,-0.0094,-0.0158,-0.0023,0.42,0.0161,-0.002,0.0265,0.0072,0.0167,-0.0026,0.015,-0.0334,-0.0125,0.0029
130,5190,108,2,sitting,0.0017,1.2954,-0.0138,0.0781,0.3115,1.1777,-0.3087,0.0038,-0.0152,0.0191,0.0159,-0.0004,-0.0297,-0.0043,0.0051,0.0287,0.0178,0.0049,0.2114,-0.028,-0.5643,-0.0074,-0.0046,0.0367,1.0034,-0.007,-0.0436,-0.0317,-0.0289,0.0054,-0.1748,-0.0157,-0.061,-0.0097,-0.0017,0.0137,-0.0035,-0.6739,-0.007,1.4985,-0.0046,-0.0183,0.01,0.3947,0.0095,-0.0011,0.0347,0.0054,0.0245,0.0043,0.0287,-0.0337,-0.0121,0.0042
131,5191,108,2,sitting,0.0136,2.0231,-0.0181,0.1101,0.3341,1.003,0.6662,0.0027,-0.0031,0.0224,0.0054,0.0018,-0.0233,-0.0023,0.0093,0.0258,0.0178,-0.0033,0.5254,-0.0043,-0.5538,-0.0038,-0.0005,-0.035,1.2529,-0.0249,-0.0261,-0.0127,-0.0158,-0.0182,-0.1433,-0.0306,-0.0361,-0.0241,0.0022,0.0001,-0.004,-0.3156,-0.0056,0.8406,-0.0094,-0.0146,0.0112,0.3325,0.016,0.0072,0.0228,0.01,0.022,0.0127,0.0199,-0.0334,-0.0123,0.0035
132,5192,108,2,sitting,0.0078,1.2936,-0.0161,0.1157,0.3629,1.0969,0.3633,0.0382,-0.0268,0.0203,0.0253,-0.0025,-0.0317,-0.0012,0.0107,0.0276,0.0176,-0.027,0.2564,0.0041,-0.5507,-0.0027,-0.0013,-0.0303,0.8794,0.025,0.0489,-0.0147,-0.0283,0.0313,-0.1791,-0.0335,-0.0673,-0.0402,-0.0174,0.001,-0.0055,-0.3129,-0.0073,0.7674,-0.0067,-0.0161,0.0062,0.3896,0.0066,0.009,0.0166,0.0001,0.0202,-0.0051,0.0222,-0.0353,-0.0102,0.0042
133,5193,108,2,sitting,0.0151,1.2415,-0.018,0.1337,0.3732,1.1077,0.5592,0.0227,0.0061,0.0164,0.0122,-0.014,-0.026,-0.0064,0.0128,0.0258,0.0184,-0.0185,0.42,0.0121,-0.5661,-0.0061,-0.0015,-0.0133,1.2093,-0.0146,-0.0222,0.0151,0.0033,0.0089,-0.166,-0.0231,-0.018,-0.0112,-0.0074,0.0088,-0.0012,-0.3407,-0.0078,0.7734,-0.0132,-0.0052,0.0113,0.3428,0.0061,0.0081,0.0277,0.0146,0.0176,0.0121,0.0123,-0.0364,-0.0116,0.0037
134,5194,108,2,sitting,0.0052,1.3314,-0.0205,0.1244,0.3461,1.052,-0.1843,0.015,-0.0137,0.0096,0.0031,-0.0112,-0.0299,0.0005,0.0143,0.0281,0.0197,-0.0023,0.2442,0.0215,-0.5769,-0.0036,-0.0046,-0.0036,1.2073,0.0002,0.0002,-0.0154,-0.0029,-0.0078,-0.1835,0.002,-0.0269,0.0211,-0.0137,-0.0112,-0.0052,-0.3276,-0.0063,0.7723,-0.014,-0.0061,-0.0184,0.4559,0.0047,-0.006,0.0283,-0.0053,0.0206,0.0024,0.0222,-0.0369,-0.0131,0.0058
135,5195,108,2,sitting,0.0113,1.321,-0.014,0.1131,0.3213,1.0686,-0.4306,-0.0106,-0.0144,0.0052,0.0152,-0.0069,-0.0212,0.0025,0.0134,0.0241,0.0176,-0.0058,0.385,-0.0147,-0.5038,-0.0028,0.001,0.028,1.2073,-0.0126,0.0031,0.0152,-0.0284,-0.0113,-0.1451,-0.0326,-0.0334,-0.0022,-0.0227,-0.0133,-0.0053,-0.3006,-0.0106,0.7772,-0.0141,-0.0105,-0.011,0.363,0.0054,0.0023,0.0126,0.0003,0.0211,0.0067,0.0283,-0.036,-0.0107,0.006
136,5196,108,2,sitting,0.0108,1.3074,-0.0163,0.1573,0.4082,1.1237,0.2545,0.0101,0.0065,0.0092,0.0163,-0.0038,-0.0237,0.0002,0.0116,0.0261,0.0173,0.0066,0.3317,0.0114,-0.5543,-0.0022,-0.0044,-0.0019,1.1193,0.0334,0.0344,0.0116,-0.0135,0.0006,-0.1638,-0.0329,-0.04,0.0005,0.0208,0.011,-0.0035,-0.326,-0.0072,0.8475,-0.0135,-0.0179,0.0116,0.3806,0.0099,0.001,0.0262,0.0111,0.0156,0.0126,0.0183,-0.0349,-0.0127,0.0047
137,5197,108,2,sitting,0.0064,1.2566,-0.015,0.1484,0.4188,1.0874,-0.078,0.0203,-0.0169,0.0267,0.0037,-0.0233,-0.019,0.0002,0.0132,0.0373,0.0165,-0.036,0.2724,-0.0412,-0.4898,-0.002,0.0001,-0.0359,1.2568,-0.0482,-0.0113,0.002,0.0073,0.0231,-0.1895,-0.0228,-0.017,-0.0306,0.0015,-0.0272,-0.0051,-0.3519,-0.0067,0.7628,0.0012,-0.0158,0.027,0.41,0.0056,0.0064,0.0341,0.0037,0.0201,-0.0074,0.0254,-0.0336,-0.0116,0.0051
138,5198,108,2,sitting,0.0118,2.326,-0.0046,0.0665,0.2189,0.6602,0.3516,0.0386,-0.0223,0.0381,0.0211,-0.0038,-0.0258,-0.0037,0.0122,0.0256,0.0165,0.0022,0.3578,0.0017,-0.5325,-0.0085,-0.0049,-0.0069,1.0313,-0.0076,0.0185,-0.0014,0.0064,-0.0186,-0.1811,-0.0152,-0.0441,0.0089,0.0079,0.0063,-0.005,-0.3429,-0.01,0.7998,-0.0081,-0.0198,0.003,0.3913,0.0135,-0.0004,0.0365,-0.0045,0.027,-0.0011,0.0159,-0.0358,-0.0131,0.0019
139,5199,108,2,sitting,0.0143,1.3647,-0.0244,0.1818,0.4093,1.0147,0.216,0.0018,0.0011,0.0156,0.002,-0.0114,-0.0279,0.0018,0.0096,0.025,0.0151,0.0011,0.2387,0.0146,-0.5097,-0.0072,-0.0054,-0.0323,1.0801,0.0212,0.0074,0.006,0.0081,0.018,-0.1603,-0.0121,-0.0269,0.0008,0.0204,0.0103,-0.0067,-0.354,-0.0107,0.7923,-0.0107,-0.0159,0.0154,0.3404,0.0202,0.0084,0.0283,0.0143,0.0213,0.0036,0.0147,-0.0354,-0.0122,0.0014
140,5200,108,2,sitting,0.0001,1.3127,-0.0247,0.1021,0.3009,1.0192,0.6441,0.0064,-0.0158,0.0064,0.0029,-0.0124,-0.025,0.0046,0.0104,0.026,0.0182,0.0108,0.2572,0.0054,-0.4586,0.0006,0.0048,-0.0084,1.1764,-0.0371,0.0166,0.0284,0.0022,0.0021,-0.1815,-0.0302,-0.0353,-0.0109,-0.0187,-0.0078,-0.0042,-0.6124,-0.0105,1.5059,-0.0084,-0.0134,0.0116,0.3598,-0.0042,0.006,0.0258,0.0077,0.0233,0.0045,0.0194,-0.0367,-0.0111,0.0046
